,Unnamed: 0,filename,au-name,au-birth,au-death,title,au-gender,firsted-yr,printSource-yr,form,spelling,data-capture,token count,vols_count,size,bgrf,author_wikidata,author_MiMoText-ID,title_wikidata,title_MiMoText-ID,lang,publisher,distributor,distribution_date,copyright_status,digitalSource_Title,digitalSource_Ref,digitalSource_Publisher,digitalSource_Date,printSource_title,printSource_author,printSource_pubPlace,printSource_publisher,printSource_date,resp_datacapture,resp_encoding,summary,sentiment,probability,sentiment_label,gender_label
65,65,Diderot_Oiseau,Denis Diderot,1713,1784,L'oiseau blanc,M,1798,unknown,heterodiegetic,modern,semi-automatic transcription,21719,1,short,98.38,Q448,Q306,Q3204457,Q3979,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"L’Oiseau blanc, conte bleu",https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/289/,The Intertextual Hub,unknown,L'Oiseau blanc: conte bleu,Denis Diderot,Paris,Garnier,unknown,Hub18thcFrench,"Henning Gebhard, Johanna Konstanciak","A l'occasion de la Journée internationale des femmes, l'écrivain nous fait
partager ses réflexions sur la place des femmes dans la société chinoise.",positive,0.514299750328064,2,1
66,66,Diderot_Pensees,Denis Diderot,1713,1784,Pensées philosophiques,M,1777,1746,heterodiegetic,modern,semi-automatic transcription,9631,1,short,77.33,Q448,Q306,Q3374872,Q3980,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Pensées philosophiques,https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/274/,The Intertextual Hub,unknown,Pensées philosophiques,Denis Diderot,Genève,R. Niklaus,1746,Hub18thcFrench,"Henning Gebhard, Johanna Konstanciak","La chronique de Roger-Pol Droit, à propos des ""Pensees Philosophiques"", d'Eric
Chevillard.",neutral,0.8681807518005371,1,1
67,67,Diderot_Religieuse,Denis Diderot,1713,1784,La Religieuse,M,1796,1875,autodiegetic,modern,semi-automatic transcription,65542,1,medium,97.22,Q448,Q306,Q1209658,Q1089,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Œuvres complètes de Diderot, V, La Religieuse,",https://fr.wikisource.org/wiki/La_Religieuse,Wikisource,2017,La Religieuse,Denis Diderot,Paris,Garnier,1875,Wikisource contributors,Julia Dudar,"La réponse de M. le marquis de Croismare, s'il m'en fait une, me fournira les
premières lignes de ce récit.",neutral,0.5307857394218445,1,1
68,68,Diderot_Supplement,Denis Diderot,1713,1784,Supplément au voyage de Bougainville,M,1796,1796,dialogue novel,modern,semi-automatic transcription,15831,1,short,98.38,Q448,Q306,Q1765222,Q3981,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Supplément au voyage de Bougainville,https://fr.wikisource.org/wiki/Suppl%C3%A9ment_au_voyage_de_Bougainville,Wikisource,2010,Supplément au voyage de Bougainville,Denis Diderot,Paris,Garnier,1796,Wikisource contributors,Pia Geißel,"A l'occasion de la parution de son nouveau livre, ""Le Voyage de Bougainville"",
l'écrivain nous parle de son voyage de l'âme à la création.",neutral,0.795637845993042,1,1
69,69,Doppet_Memoires,François Amédée Doppet,1753,1799,Mémoires de Mme de Warens,M,1786,1786,autodiegetic,historical,double keying,34946,1,short,86.32,Q3083791,Q313,Q123193881,Q1068,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Mémoires de Mme de Warens, suivis de ceux de Claude Anet, publiés par un                        C. D. M. D. P. (F.-A. Doppet) ; pour servir d'apologie aux Confessions de                        J.-J. Rousseau",https://gallica.bnf.fr/ark:/12148/bpt6k5813528x,Bibliothèque national de France,2010,"Mémoires de Mme de Warens, suivis de ceux de Claude Anet",Claude Anet,Chambery,unknown,1786,"double keying by ""Jiangsu"", China",Julia Dudar,"""A Madame la Baronne de L. I. D. d'A. D'.D. D... D.M., je suis avec vous. Je
suis avec respect, Madame, l'Editeur de cet ouvrage méritait d'autant moins de
confiance, que ce recueil mis en ordre",positive,0.7960140705108643,2,1
70,70,Dorat_Malheurs,Claude-Joseph Dorat,1734,1780,Les Malheurs de l'inconstance ou Lettres de la marquise de Circé et du comte de Mirbelle,M,1772,1775,epistolary,historical,semi-automatic transcription,68524,1,medium,72.19,Q361456,Q314,Q123193884,Q1041,fr,https://mimotext.uni-trier.de,https://github.com/MiMoText/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Collection complète des Œuvres, t. 3., Les Malheurs de l'inconstance ou                        Lettres de la marquise de Circé et du comte de Mirbelle",https://www.frantext.fr/,Frantext,unknown,Les Malheurs de l'inconstance ou Lettres de la marquise de Circé et du                        comte de Mirbelle,Claude-Joseph Dorat,Neuchatel,unknown,1775,frantext,Amelie Probst," partie de Ladi Sidley, au comte de Mirbelle. De à une lieue de Paris.",neutral,0.8578709363937378,1,1
71,71,Dorat_Sacrifices,Claude-Joseph Dorat,1734,1780,Les Sacrifices de l'amour,M,1771,1771,epistolary,historical,semi-automatic transcription,75519,1,medium,71.25,Q361456,Q314,Q123193882,Q1038,fr,https://mimotext.uni-trier.de,https://github.com/MiMoText/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,LesSacrificesDeLAmour,https://txtlab.org/2016/01/txtlab450-a-data-set-of-multilingual-novels-for-teaching-and-research/,txtlab,2016,Les Sacrifices de l'amour,Claude-Joseph Dorat,"Amsterdam, Paris",Delalain,1771,unknown,Amelie Probst,"Le chevalier, au Baron De*. Que je vous porte envie, mon cher baron! Que voulez-
vous?",positive,0.8231761455535889,2,1
72,72,Dorvigny_Tante,Dorvigny,1742,1812,Ma tante Geneviève ou je l'ai échappé belle,M,1800,1800,autodiegetic,modern,semi-automatic transcription,95686,4,medium,00.64,Q3037277,Q315,Q123001012,Q1186,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Ma tante Geneviève, ou Je l’ai échappé belle","https://fr.wikisource.org/wiki/Ma_tante_Genevi%C3%A8ve,_ou_Je_l%E2%80%99ai_%C3%A9chapp%C3%A9_belle",Wikisource,2022,"Ma tante Geneviève, ou Je l'ai échappé belle",Dorvigny,Paris,Barba,1800,Wikisource contributors,"Henning Gebhard, Johanna Konstanciak","Avant-proPOS. Qu'a-t-on vu qu'elle était, tant par son droit d'aînesse que par
son influence majeure que par l'influence majeure que son existence a eu sur la
mienne, toutes les peines que j'ai endurées, tous les plaisirs",neutral,0.8162817358970642,1,1
73,73,Duclos_Memoires,Charles Pinot Duclos,1704,1772,Mémoires pour servir à l'histoire des mœurs du XVIII. siècle,M,1751,1751,autodiegetic,modern,semi-automatic transcription,37842,1,short,51.22,Q982034,Q322,Q123193885,Q1221,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Mémoires pour servir à l'histoire des moeurs du XVIII siècle,https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/314/,The Intertextual Hub,unknown,Mémoires pour servir à l'histoire des mœurs du XVIII. siècle,Charles Pinot Duclos,unknown,unknown,1751,Hub18thcFrench,"Henning Gebhard, Johanna Konstanciak","Le livre du jour. L'amour, la galanterie et même le libertinage ont de tous
temps fait un article si considérable dans la vie de la plupart des hommes, et
surtout des gens du monde, que l'on ne connaîtrait qu'imparfaitement les mœurs
d'une nation, si",negative,0.8438408970832825,0,1
74,74,Ducray_Cinquante,François Guillaume Ducray-Duminil,1761,1819,Les Cinquante francs de Jeannette,M,1798,1798,heterodiegetic,historical,double keying,72573,2,medium,99.76,Q2072208,Q325,Q123193886,Q1100,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Les Cinquante francs de Jeannette.,"https://gallica.bnf.fr/ark:/12148/bpt6k97947457, https://gallica.bnf.fr/ark:/12148/bpt6k9794744t",Bibliothèque national de France,"2017, 2017",Les Cinquante francs de Jeannette,François-Guillaume Ducray-Duminil,Paris,Le Prieur,1798,"double keying by ""Jiangsu"", China",Julia Dudar,"Je m'avais décidé à passer une partie de l'été dernier à S.-O., village à une
lieue de Paris, où j'avais, depuis quatre ans, une petite habitation champêtre.",neutral,0.80738365650177,1,1
75,75,Ducray_Coelina,François Guillaume Ducray-Duminil,1761,1819,Coelina ou l'enfant du mystère,M,1799,1798,heterodiegetic,modern,semi-automatic transcription,244474,6,long,99.77,Q2072208,Q325,Q123193888,Q2744,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Coelina ou l'enfant du mystère,https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/791/,The Intertextual Hub,unknown,Coelina ou l'enfant du mystère,François Guillaume Ducray-Duminil,Paris,Le Prieur,1798,Hub18thcFrench,"Henning Gebhard, Johanna Konstanciak","""Le Monde"" propose une collection d'ouvrages à (re)découvrir en librairie. Cette
semaine : Tiennette, un recueil d'essais et un recueil de nouvelles.",neutral,0.8238602876663208,1,1
76,76,Ducray_Soirees,François-Guillaume Ducray-Duminil,1761,1819,Les Soirées de la chaumière,M,1758,1845,autodiegetic,historical,double keying,309807,2,long,95.18,Q2072208,Q325,Q123193887,Q2511,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Les Soirées de la chaumière, ou les Leçons du vieux père... par le                        Citoyen Ducray-Duminil.","http://gallica.bnf.fr/ark:/12148/bpt6k54214555, http://gallica.bnf.fr/ark:/12148/bpt6k61522323",Bibliothèque nationale de France,"2010, 2010","Les Soirées de la chaumière, ou les Leçons du vieux père",François-Guillaume Ducray-Duminil,Paris,Leclere,1845,TGB Bibliothèque nationale de France (BnF) - Observatoire de la vie                        littéraire (OBVIL),Johanna Konstanciak,"Le philosophe Palamène a perdu une épouse qu'il adorait : il lui reste quatre
enfants, gages touchants de l'hymen le plus doux.",positive,0.746174156665802,2,1
77,77,Ducray_Victor,François Guillaume Ducray-Duminil,1761,1819,Victor ou l'enfant de la forêt,M,1796,1796,heterodiegetic,modern,semi-automatic transcription,170547,4,long,97.23,Q2072208,Q325,Q109921696,Q2567,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Victor ou l'enfant de la forêt,https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/775/,The Intertextual Hub,unknown,Victor ou l'enfant de la forêt,François Guillaume Ducray-Duminil,Paris,Le Prieur,1796,Hub18thcFrench,"Henning Gebhard, Johanna Konstanciak","""La veuve et l'orphelin"", de Victor Hugo, Ed. Fayard, 138 p., 24 €.",neutral,0.8507834076881409,1,1
78,78,Dulaurens_Compere,Henri-Joseph Du Laurens,1719,1793,Le Compère Mathieu,M,1766,1831,autodiegetic,modern,semi-automatic transcription,145316,4,long,66.21,Q345858,Q317,Q123246883,Q1566,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Le Compère Mathieu ou les Bigarrures de l'esprit humain,https://www.frantext.fr/,Frantext,unknown,Le Compère Mathieu ou les Bigarrures de l'esprit humain,Henri-Joseph Dulaurens,unknown,unknown,1831,frantext,Johanna Konstanciak,"La chronique de Roger-Pol Droit, à propos de ""Mon compère Mathieu, la mienne, et
celle de quelques autres personnages fameux par les différentes aventures de
leur vie"".",neutral,0.8476173877716064,1,1
79,79,Dulaurens_Imirce,Henri-Joseph Du Laurens,1719,1793,Imirce ou la Fille de nature,M,1765,1922,autodiegetic,modern,OCR,69039,1,medium,65.21,Q345858,Q317,Q123001051,Q1528,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Imirce : ou, La fille de la nature",https://archive.org/details/imirceoulafil00dula,Internet Archive,2010,Imirce ou la Fille de nature,Henri-Joseph Dulaurens,Paris,A L'enseigne du Bon Vieux Temps,1922,Internet Archive/University of Ottawa,Julia Dudar,"J'étais sans chausses, sans habits, sans chemises et sans pain, ma chère
Zéphyre, quand je composai cet ouvrage.",neutral,0.8171921968460083,1,1
80,80,Duvernet_Devotions,Théophile Imarigeon Duvernet,1734,1796,Les dévotions de Mme de Bethzamooth et les Pieuses facéties de M. de Saint-Ognon,M,1790,1913,heterodiegetic,modern,semi-automatic transcription,16596,1,short,89.58,Q94885583,Q341,Q123001086,Q2356,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Les dévotions de Mme de Bethzamooth ; La retraite, les tentations et les                        confessions de la marquise de Montcornillon","https://fr.wikisource.org/wiki/Les_d%C3%A9votions_de_Mme_de_Bethzamooth_;_La_retraite,_les_tentations_et_les_confessions_de_la_marquise_de_Montcornillon/03, https://fr.wikisource.org/wiki/Les_d%C3%A9votions_de_Mme_de_Bethzamooth_;_La_retraite,_les_tentations_et_les_confessions_de_la_marquise_de_Montcornillon/04#n1",Wikisource,2020,"Les dévotions de Mme de Bethzamooth ; La retraite, les tentations et les                        confessions de la marquise de Montcornillon",Théophile Imarigeon Duvernet,Paris,Bibliothèque des curieux (éditions Briffaut),1913,Wikisource contributors,"Henning Gebhard, Johanna Konstanciak","La chronique de Roger-Pol Droit, à propos de ""Madame de Bethzamooth"", d'Henri
Roch.",neutral,0.8651419281959534,1,1
81,81,Duvernet_Guillaume,Théophile Imarigeon Duvernet,1734,1796,Monsieur Guillaume,M,1781,1781,heterodiegetic,historical,semi-automatic transcription,9626,1,short,81.18,Q94885583,Q341,Q123201646,Q2044,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Monsieur Guillaume, ou le disputeur.",https://gallica.bnf.fr/ark:/12148/bpt6k96179492,Bibliothèque national de France,2015,Monsieur Guillaume ou le disputeur,Théophile-Imarigeon Duvernet,unknown,unknown,1781,gallica,Johanna Konstanciak,"La chronique de Roger-Pol Droit, à propos de ""La Bête Bagatelle Morale"",
d'Alexandre Jolli.",negative,0.7728901505470276,0,1
82,82,Duvernet_Retraite,Théophile Imarigeon Duvernet,1734,1796,"La retraite, les tentations et les confessions de madame la marquise de Montcornillon",M,1790,1913,heterodiegetic,modern,semi-automatic transcription,13040,1,short,90.34,Q94885583,Q341,Q123001159,Q2393,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Les dévotions de Mme de Bethzamooth ; La retraite, les tentations et les                        confessions de la marquise de Montcornillon","https://fr.wikisource.org/wiki/Les_d%C3%A9votions_de_Mme_de_Bethzamooth_;_La_retraite,_les_tentations_et_les_confessions_de_la_marquise_de_Montcornillon/06",Wikisource,2020,"Les dévotions de Mme de Bethzamooth ; La retraite, les tentations et les                        confessions de la marquise de Montcornillon",Théophile Imarigeon Duvernet,Paris,Bibliothèque des curieux (éditions Briffaut),1913,Wikisource contributors,"Henning Gebhard, Johanna Konstanciak","Je n'aime point ce Brantôme, mais tous les honnêtes gens aimeront l'histoire de
ma jeune veuve et de mon prophète : c'est aussi la dernière histoire que je leur
conterai, car dès que je l'aurai achevée, je veux me tuer.",negative,0.45664042234420776,0,1
83,83,Falconet_Debut,Ambroise Falconnet,1742,1817,Le début ou les premières aventures du chevalier de ***,M,1770,1770,heterodiegetic,historical,semi-automatic transcription,27254,1,short,70.45,Q67201355,Q351,Q123246884,Q1745,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Le début, ou Les premières aventures du chevalier de***",https://gallica.bnf.fr/ark:/12148/bpt6k1510607m,Bibliothèque national de France,2017,Le début ou les premières aventures du chevalier de ***,Ambroise Falconet,"L****, Paris",Rozet,1770,gallica,Johanna Konstanciak,"J'ai écrit l'Histoire de ma vie pour ma propre satisfaction ; je souhaite, ami
Lecteur, qu'elle te procure quelque amusement. Je suis jeune et François : voilà
mes excuses.",positive,0.7685432434082031,2,1
84,84,Fievee_Dot,Joseph Fiévée,1767,1839,La Dot de Suzette,M,1797,1826,heterodiegetic,historical,semi-automatic transcription,33265,1,short,98.41,Q3184948,Q362,Q107275176,Q1092,fr,https://mimotext.uni-trier.de,https://github.com/MiMoText/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,LaDotDeSuzanneOuHistoireDeMmeDeSenneterre,https://txtlab.org/2016/01/txtlab450-a-data-set-of-multilingual-novels-for-teaching-and-research/,txtlab,2016,"La Dot de Suzette, ou Histoire de Mme de Senneterre racontée par                        elle-même",Joseph Fiévée,unknown,unknown,1826,unknown,Amelie Probst,"Je suis née à Saint-Domingue. À dix ans, mon père me fit passer en France, pour
y recevoir une éducation que la fortune me avait donné; je conserverai toute ma
vie le fruit des leçons de cette femme respectable.",neutral,0.5395646691322327,1,1
85,85,Florian_Estelle,Jean-Pierre Claris de Florian,1755,1794,Estelle,M,1788,1838,heterodiegetic,historical,double keying,33715,1,short,88.53,Q551740,Q365,Q123201650,Q1073,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Oeuvres de Florian. Estelle,https://gallica.bnf.fr/ark:/12148/bpt6k6477621h,Bibliothèque national de France,2013,Estelle,Jean-Pierre Claris de Florian,Paris,Ménard,1838,"double keying by ""Jiangsu"", China",Julia Dudar,"A Dieu ne plaise que je veuille nier ou diminuer le mérite des églogues de
Théocrite, de Bion, de Moschus, de Virgile sur-tout!",negative,0.8444037437438965,0,1
86,86,Florian_Galatee,Jean-Pierre Claris de Florian,1755,1794,Galatée,M,1783,1812,heterodiegetic,historical,double keying,21840,1,short,83.26,Q551740,Q365,Q123201649,Q1057,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Galatée, pastorale imitée de Cervantès ; [suivie de] Estelle, pastorale                        / par Florian",https://gallica.bnf.fr/ark:/12148/bpt6k202835b,Bibliothèque national de France,2007,"Galatée, pastorale imitée de Cervantès",Jean-Pierre Claris de Florian,Paris,Ant. Aug. Renouard,1812,"double keying by ""Jiangsu"", China",Julia Dudar,"GALATÉE. L'écrivain a lu ""GalatÉE"". L'occasion pour lui d'explorer les mœurs du
village qu'il a peuplé.",neutral,0.8301815986633301,1,1
87,87,Florian_Numa,Jean-Pierre Claris de Florian,1755,1794,Numa Pompilius,M,1786,1786,autodiegetic,modern,semi-automatic transcription,71431,1,medium,86.34,Q551740,Q365,Q123201647,Q2207,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Numa Pompilius,https://www.frantext.fr/,Frantext,unknown,Numa Pompilius,Jean-Pierre Claris de Florian,Paris,Didot,1786,frantext,Johanna Konstanciak,"A l'âge de quatre-vingts ans, le Tullus commandait à ces prêtres un temple dédié
à Cérès.",neutral,0.790102481842041,1,1
88,88,Fourqueux_Zely,"Madame de Fourqueux, Claude-Henri de Fusée, abbé de Voisenon","1728, 1708","1798, 1775",Zély,F,1775,1775,heterodiegetic,historical,double keying,25494,1,short,75.28,"Q33141030, Q2976734","Q371, Q980",Q123201848,Q1045,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Zély, ou La difficulté d'être heureux , roman indien, suivi de Zima et                        des Amours de Victorine & de Philogène. Publiés par A.M. Dantu",https://gallica.bnf.fr/ark:/12148/bpt6k98038829,Bibliothèque national de France,2017,"Zély, ou La difficulté d'être heureux, roman indien","Marie-Louise Auget de Monthyon, Madame de Fourqueux, Claude-Henri de Fusée, abbé de Voisenon",Paris,"A Amsterdam, et se trouve à Paris, chez la veuve Duchesne",1775,"double keying by ""Jiangsu"", China",Julia Dudar,"AVERTISSEMENT DE L'ÉditTEUR. On a vu paraître, il y a quelques années, quatre
volumes, dans lesquels on avait rassemblé plusieurs Traités sur le Bonheur.",negative,0.9070386290550232,0,2
89,89,Fyot_Memoires,Jean-Philippe Fyot de la Marche,1723,1772,Mémoires de monsieur de Berval,M,1752,1752,autodiegetic,historical,semi-automatic transcription,25995,1,medium,52.23,Q3168802,Q380,Q123201771,Q1252,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Mémoires De Monsieur De Berval,https://www.digitale-sammlungen.de/de/view/bsb10209108,Bayerische Staatsbibliothek,2009,Mémoires de monsieur de Berval,Jean P. Fyot de la Marche,Amsterdam,unknown,1752,Münchener DigitalisierungsZentrum,Johanna Konstanciak,"Le grand loisir où je me trouve à la Campagne, m'a fait souvenir que je vous ai
promis d'écrire les Avantures de ma vie, dont vous souhaitez de savoir les
moindres détails.",neutral,0.6623939871788025,1,1
90,90,Genlis_Adele,Stéphanie Félicité Ducrest de Saint-Aubin de Genlis,1746,1830,Adèle et Théodore,F,1782,1782,epistolary,historical,semi-automatic transcription,262130,1,long,82.20,Q55037230,Q399,Q123201849,Q1054,fr,https://mimotext.uni-trier.de,https://github.com/MiMoText/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,AdeleEtTheodoreOuLettresSurLEducation,https://txtlab.org/2016/01/txtlab450-a-data-set-of-multilingual-novels-for-teaching-and-research/,txtlab,2016,Adèle et Théodore,Stéphanie Félicité Ducrest de Saint-Aubin de Genlis,Paris,M. Lambert et F. j. Baudouin,1782,unknown,Amelie Probst,"Le baron D'Almane au vicomte de Limours, le 2 février à trois heures du matin.
Quand vous recevrez ce billet, mon cher vicomte, je pars dans l'instant avec ma
femme et mes deux enfants.",neutral,0.8421415090560913,1,2
91,91,Genlis_Chevaliers,Stéphanie Félicité Ducrest de Saint-Aubin de Genlis,1746,1830,Les Chevaliers du cygne,F,1795,1795,heterodiegetic,historical,semi-automatic transcription,193038,1,long,95.20,Q55037230,Q399,Q123201851,Q1084,fr,https://mimotext.uni-trier.de,https://github.com/MiMoText/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,LesChevaliersDuCygneOuLaCourDeCharlemagne,https://txtlab.org/2016/01/txtlab450-a-data-set-of-multilingual-novels-for-teaching-and-research/,txtlab,2016,Les Chevaliers du cygne Ou La Cour De Charlemagne,Stéphanie Félicité Ducrest de Saint-Aubin de Genlis,unknown,unknown,1795,unknown,Amelie Probst,"A la veille de la présidentielle, ""Le Monde"" publie les portraits de
personnalités qui font bouger les régions dans le domaine culturel. Le troisième
volet est consacré à Isambard.",positive,0.8363162875175476,2,2
92,92,Genlis_Emigres,Stéphanie Félicité Ducrest de Saint-Aubin de Genlis,1746,1830,Les petits Emigrés,F,1798,1798,epistolary,modern,semi-automatic transcription,127941,2,long,98.44,Q55037230,Q399,Q123201853,Q2615,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,Les Petits Emigrés,https://intertextual-hub.uchicago.edu/philologic/hub18thcfrench/navigate/793/,The Intertextual Hub,unknown,Les petits Emigrés,Stéphanie Félicité Ducrest de Saint-Aubin de Genlis,unknown,unknown,1798,Hub18thcFrench,"Henning Gebhard, Johanna Konstanciak","""Le Monde des livres"" propose une collection d'essais pour tous les goûts et
tous les âges. Cette semaine, l'écrivaine Marie Desplechin, auteure d'un recueil
de nouvelles.",neutral,0.8386070132255554,1,2
93,93,Genlis_Meres,Stéphanie-Félicité Ducrest de Saint-Aubin de Genlis,1746,1830,Les mères rivales ou la calomnie,F,1800,"1819, 1819, 1819",epistolary,historical,semi-automatic transcription,225214,3,long,00.75,Q55037230,Q399,Q123201852,Q1197,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Les mères rivales, ou la calomnie.","https://www.digitale-sammlungen.de/de/view/bsb10091773, https://www.digitale-sammlungen.de/de/view/bsb10091774, https://www.digitale-sammlungen.de/de/view/bsb10091775",Bayerische Staatsbibliothek,"2009, 2009, 2009",Les mères rivales ou la calomnie,Madame de Genlis,Paris,Maradan,"1819, 1819, 1819",Münchener Digitalisierungszentrum,Johanna Konstanciak,"Mon amie j'ai tâché de peindre dans l'héroïne de cet ouvrage la fille la plus
tendre, la sœur, l'épouse, la mère et l'amie la plus parfaite.",neutral,0.7012678980827332,1,2
94,94,Gerard_Comte,Philippe Louis Gérard,1737,1813,Le Comte de Valmont,M,1774,1775,epistolary,historical,semi-automatic transcription,180258,1,long,74.15,Q60151324,Q446,Q123201854,Q1043,fr,https://mimotext.uni-trier.de,https://github.com/MiMoText/roman18,2020,https://creativecommons.org/publicdomain/zero/1.0/deed.en,LeComteDeValmont,https://txtlab.org/2016/01/txtlab450-a-data-set-of-multilingual-novels-for-teaching-and-research/,txtlab,2016,"Le Comte de Valmont ou les égarements de la raison, lettres recueillies                        et publiées",Philippe Louis Gérard,unknown,unknown,1775,unknown,Amelie Probst,"LETTRE DE SAN FRANCISCO. Le marquis de Valmont au comte et à la comtesse
deValmont. Quelle disgrâce, mes chers enfants, pour un sujet fidèle!",negative,0.9266307950019836,0,1
95,95,Gilbert_Familles,Nicolas Joseph Laurent Gilbert,1750,1780,Les Familles de Darius et d'Hidarne,M,1770,1770,epistolary,historical,semi-automatic transcription,56923,2,medium,70.47,Q1393327,Q402,Q123360234,Q1747,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Les Familles de Darius et d'Hidarne, ou Statira et Amestris","http://gallica.bnf.fr/ark:/12148/bpt6k6536981n, http://gallica.bnf.fr/ark:/12148/bpt6k65369822",Bibliothèque nationale de France,"2013, 2013","Les Familles de Darius et d'Hidarne, ou Statira et Amestris",Nicolas Joseph Laurent Gilbert,"La Haye, Paris",De Hansy le Jeune,1770,TGB Bibliothèque nationale de France (BnF) - Observatoire de la vie                        littéraire (OBVIL),Johanna Konstanciak,"Le feuilleton d'Eric Chevillard, à propos d'un roman de Margaret Thatcher, paru
chez Grasset, et dont la traduction est prévue pour le 9 décembre.",neutral,0.8604452610015869,1,1
96,96,Gimat_Voyage,Jean-Baptiste Jacques Gimat de Bonneval,1711,1783,Le voyage de Mantes,M,1753,1753,autodiegetic,historical,semi-automatic transcription,27307,1,medium,53.17,Q28579440,Q403,Q123201371,Q1275,fr,https://mimotext.uni-trier.de,https://github.com/mimotext/roman18,2022,https://creativecommons.org/publicdomain/zero/1.0/deed.en,"Le Voyage de Mantes, ou Les Vacances de 17... (par Gimat de Bonneval)",https://numelyo.bm-lyon.fr/f_view/BML:BML_00GOO0100137001100685200,Bibliothèque numérique de Lyon,unknown,Le voyage de Mantes,Jean-Baptiste Gimat de Bonneval,Amsterdam,unknown,1753,Numelyo - Bibliothèque numérique de Lyon,Johanna Konstanciak,"Le goût des autres. Le dégoût des plaisirs a peut-être fait autant de sages que
les réflexions les plus prévoyantes, sur-tout quand on vous les fait passer sur
des choses que l'on ne vous fait entrevoir que pour vous.",negative,0.8848588466644287,0,1
